contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expirationDate,ticker
NFLX250627C00870000,2025-06-18 16:10:20+00:00,870.0,363.5,381.2,387.75,0.0,0.0,2.0,24.0,1.4384793701171876,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00880000,2025-06-20 19:38:24+00:00,880.0,351.75,370.75,377.75,0.0,0.0,1.0,2.0,1.3461946752929683,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00900000,2025-06-20 17:37:59+00:00,900.0,330.1,350.25,357.65,0.0,0.0,3.0,3.0,1.18359783203125,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00920000,2025-06-18 19:35:55+00:00,920.0,304.42,330.75,338.45,0.0,0.0,1.0,1.0,1.2653845324707031,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00930000,2025-06-18 19:35:55+00:00,930.0,294.39,321.0,328.5,0.0,0.0,1.0,1.0,1.2514685864257813,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00950000,2025-06-20 17:19:18+00:00,950.0,286.42,301.4,308.1,0.0,0.0,1.0,2.0,1.173588116455078,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00960000,2025-05-30 16:26:09+00:00,960.0,232.02,290.4,297.8,0.0,0.0,1.0,1.0,1.0151416430664062,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00965000,2025-05-19 14:43:03+00:00,965.0,227.52,265.3,271.55,0.0,0.0,1.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00970000,2025-06-20 17:40:38+00:00,970.0,258.85,281.05,288.45,0.0,0.0,12.0,12.0,1.0969283435058594,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00980000,2025-06-23 18:53:38+00:00,980.0,268.91,271.0,278.5,17.830002,7.101323,2.0,1.0,1.059086735839844,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00985000,2025-06-23 18:53:38+00:00,985.0,263.93,266.45,273.45,47.25,21.80635,3.0,1.0,1.0661667785644533,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00990000,2025-06-23 19:17:42+00:00,990.0,260.69,260.5,267.9,23.690002,9.995782,1.0,3.0,0.9321295849609376,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C00995000,2025-06-06 18:18:20+00:00,995.0,251.58,256.45,263.55,0.0,0.0,1.0,1.0,1.0339403771972657,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01000000,2025-06-20 19:58:09+00:00,1000.0,232.47,251.5,257.2,0.0,0.0,4.0,38.0,0.9245613012695313,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01005000,2025-06-13 19:22:02+00:00,1005.0,212.5,246.5,252.8,0.0,0.0,1.0,1.0,0.9519047778320311,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01010000,2025-06-20 19:36:45+00:00,1010.0,221.8,241.5,248.6,0.0,0.0,2.0,4.0,0.98242205078125,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01015000,2025-06-18 13:30:08+00:00,1015.0,217.92,236.15,243.0,1.9900055,0.92159754,1.0,2.0,0.9050302465820312,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01020000,2025-06-17 16:09:50+00:00,1020.0,210.2,232.55,238.55,0.0,0.0,5.0,11.0,0.9937744763183594,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01025000,2025-06-17 18:28:24+00:00,1025.0,207.94,226.5,233.05,11.889999,6.0647793,1.0,5.0,0.8942881665039062,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01030000,2025-06-20 15:50:11+00:00,1030.0,199.85,221.5,228.6,0.0,0.0,2.0,4.0,0.9064950756835937,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01035000,2025-06-20 13:32:31+00:00,1035.0,197.0,216.0,223.6,0.0,0.0,1.0,3.0,0.860352958984375,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01040000,2025-06-20 18:03:07+00:00,1040.0,190.16,211.4,217.7,0.0,0.0,2.0,6.0,0.8117694604492187,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01045000,2025-06-20 15:50:21+00:00,1045.0,184.4,206.55,213.2,0.0,0.0,2.0,2.0,0.8317887915039062,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01050000,2025-06-23 19:17:42+00:00,1050.0,200.69,202.45,207.3,19.290009,10.633964,3.0,38.0,0.813478427734375,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01055000,2025-06-20 17:27:07+00:00,1055.0,196.0,196.55,203.65,16.0,8.888889,2.0,26.0,0.8172625695800779,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01060000,2025-06-23 15:09:19+00:00,1060.0,186.43,192.4,198.35,14.0,8.119237,10.0,44.0,0.8228777478027343,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01065000,2025-06-20 15:44:49+00:00,1065.0,163.66,187.4,193.7,0.0,0.0,1.0,18.0,0.8179949841308591,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01070000,2025-06-20 17:34:50+00:00,1070.0,162.74,181.6,187.8,0.0,0.0,2.0,8.0,0.7220486779785156,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01075000,2025-06-20 15:24:40+00:00,1075.0,152.93,177.95,183.3,0.0,0.0,1.0,2.0,0.7849142602539063,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01080000,2025-06-23 15:52:27+00:00,1080.0,162.2,172.95,178.15,13.679993,9.2108755,2.0,36.0,0.760012165527344,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01085000,2025-06-23 18:50:21+00:00,1085.0,165.0,166.0,173.55,30.089996,22.303753,1.0,2.0,0.6757844921875001,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01090000,2025-06-23 18:07:55+00:00,1090.0,159.61,161.3,168.55,14.4900055,9.984844,1.0,7.0,0.6716341430664063,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01095000,2025-06-20 17:02:05+00:00,1095.0,150.62,156.65,163.55,9.209991,6.5129704,14.0,16.0,0.668094139404297,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01100000,2025-06-23 15:13:50+00:00,1100.0,150.26,151.2,158.55,16.369995,12.226451,8.0,48.0,0.6307409973144531,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01105000,2025-06-17 16:52:20+00:00,1105.0,125.86,147.75,153.5,0.0,0.0,2.0,14.0,0.6688265539550782,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01110000,2025-06-20 19:54:40+00:00,1110.0,131.73,141.2,148.25,12.059998,10.077712,3.0,16.0,0.5814250842285156,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01115000,2025-06-20 18:40:34+00:00,1115.0,119.57,137.55,143.6,0.0,0.0,2.0,21.0,0.6269568554687501,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01120000,2025-06-23 15:01:44+00:00,1120.0,125.42,131.3,138.65,13.720001,12.282902,1.0,27.0,0.5659223095703125,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01125000,2025-06-20 16:37:33+00:00,1125.0,105.07,127.8,132.85,0.0,0.0,10.0,23.0,0.572391971435547,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01130000,2025-06-23 14:18:03+00:00,1130.0,119.21,123.2,127.6,17.36,17.044674,6.0,26.0,0.5582319567871095,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01135000,2025-06-20 16:53:45+00:00,1135.0,99.7,117.8,122.6,0.0,0.0,26.0,67.0,0.526371923828125,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01140000,2025-06-20 19:30:58+00:00,1140.0,92.7,113.2,118.25,0.0,0.0,6.0,36.0,0.5389450402832032,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01145000,2025-06-23 18:07:55+00:00,1145.0,104.57,108.2,112.0,18.269997,21.170332,1.0,66.0,0.5808147387695313,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01150000,2025-06-23 17:39:59+00:00,1150.0,98.73,103.25,108.4,15.030006,17.956997,80.0,93.0,0.5050098327636718,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01155000,2025-06-23 16:06:49+00:00,1155.0,87.55,98.25,103.4,14.350006,19.603834,6.0,27.0,0.5921671643066408,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01160000,2025-06-23 19:54:49+00:00,1160.0,94.64,93.25,97.75,21.300003,29.04282,15.0,43.0,0.5462081512451173,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01165000,2025-06-23 19:54:49+00:00,1165.0,89.7,88.4,92.9,23.25,34.988716,16.0,31.0,0.5295457202148439,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01170000,2025-06-23 16:13:52+00:00,1170.0,73.94,82.45,87.25,9.770004,15.22519,79.0,114.0,0.48389187988281257,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01175000,2025-06-23 18:34:21+00:00,1175.0,73.58,78.65,82.9,12.77,20.999836,12.0,75.0,0.48474636352539063,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01180000,2025-06-23 15:05:42+00:00,1180.0,66.5,73.05,78.0,11.66,21.261852,7.0,53.0,0.46545944702148445,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01185000,2025-06-23 19:53:50+00:00,1185.0,68.75,66.65,72.0,21.29,44.85883,28.0,63.0,0.4094297338867187,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01190000,2025-06-23 19:58:08+00:00,1190.0,67.0,63.85,67.0,22.77,51.480896,26.0,240.0,0.3874572973632812,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01195000,2025-06-23 18:53:03+00:00,1195.0,56.55,58.6,62.25,16.849998,42.44332,90.0,197.0,0.37329728271484375,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01200000,2025-06-23 19:54:15+00:00,1200.0,56.5,55.0,57.05,20.25,55.86207,132.0,1559.0,0.34442794250488284,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01202500,2025-06-20 19:54:40+00:00,1202.5,33.25,50.85,56.7,0.0,0.0,75.0,59.0,0.3936828210449219,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01205000,2025-06-23 19:51:55+00:00,1205.0,49.27,49.5,53.0,15.27,44.260868,68.0,604.0,0.3491276025390625,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01207500,2025-06-23 15:40:21+00:00,1207.5,46.35,46.2,51.8,17.099998,58.461533,8.0,50.0,0.3711915908813477,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01210000,2025-06-23 19:57:35+00:00,1210.0,46.5,45.0,48.0,16.1,52.960526,142.0,361.0,0.32507999145507804,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01212500,2025-06-23 14:17:24+00:00,1212.5,36.0,42.65,45.55,8.700001,31.868135,28.0,19.0,0.31415480773925775,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01215000,2025-06-23 19:53:50+00:00,1215.0,40.27,40.6,43.1,14.470001,55.696697,135.0,261.0,0.3031075549316406,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01217500,2025-06-23 15:15:43+00:00,1217.5,26.01,38.45,40.85,1.5100002,6.1632667,34.0,42.0,0.29688203124999996,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01220000,2025-06-23 19:59:09+00:00,1220.0,36.65,36.65,38.55,13.680002,59.555954,282.0,287.0,0.2889170230102538,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01222500,2025-06-23 18:51:52+00:00,1222.5,35.66,33.9,36.1,14.66,86.69427,172.0,132.0,0.2771068383789062,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01225000,2025-06-23 19:41:29+00:00,1225.0,32.0,32.3,34.1,11.75,58.024693,248.0,295.0,0.27521476745605467,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01227500,2025-06-23 19:59:57+00:00,1227.5,31.01,30.35,31.9,13.110001,73.24023,122.0,131.0,0.26807372558593745,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01230000,2025-06-23 19:59:55+00:00,1230.0,28.82,27.9,29.55,12.059999,71.95704,628.0,412.0,0.25727061096191406,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01232500,2025-06-23 19:58:36+00:00,1232.5,26.75,26.45,27.55,11.34,73.58858,536.0,377.0,0.25318129638671877,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01235000,2025-06-23 19:58:21+00:00,1235.0,25.06,24.4,25.75,10.809999,71.87499,785.0,638.0,0.2521742263793946,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01237500,2025-06-23 19:44:18+00:00,1237.5,22.15,22.65,23.95,9.349999,69.51672,354.0,205.0,0.2500685345458984,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01240000,2025-06-23 19:58:13+00:00,1240.0,22.0,20.9,22.1,10.15,85.654,1677.0,927.0,0.24604025451660155,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01242500,2025-06-23 19:57:27+00:00,1242.5,19.78,19.1,20.4,8.93,85.53639,415.0,143.0,0.24372094177246095,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01245000,2025-06-23 19:57:44+00:00,1245.0,18.1,17.6,18.8,8.400001,86.597946,729.0,684.0,0.2420730090332031,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01247500,2025-06-23 19:59:44+00:00,1247.5,16.5,16.05,17.05,7.9399996,92.756996,438.0,614.0,0.23667145172119142,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01250000,2025-06-23 19:59:55+00:00,1250.0,14.75,14.75,15.3,6.75,84.375,1532.0,738.0,0.23020178985595702,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01252500,2025-06-23 19:57:21+00:00,1252.5,13.3,13.2,14.3,6.8500004,106.20156,213.0,110.0,0.2354202435302734,True,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01255000,2025-06-23 19:59:22+00:00,1255.0,13.2,12.05,12.8,6.7,103.07692,611.0,256.0,0.23081213531494144,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01260000,2025-06-23 19:59:54+00:00,1260.0,10.16,9.7,10.25,4.93,94.263855,2009.0,555.0,0.2254410952758789,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01265000,2025-06-23 19:59:59+00:00,1265.0,8.05,7.55,8.45,3.8500004,91.66668,861.0,896.0,0.2280350634765625,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01270000,2025-06-23 19:58:14+00:00,1270.0,6.55,5.95,6.7,3.1800003,96.363655,932.0,619.0,0.22653971710205079,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01275000,2025-06-23 19:59:24+00:00,1275.0,5.03,4.55,5.25,2.3400002,86.98885,1281.0,994.0,0.22562419891357421,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01280000,2025-06-23 19:59:45+00:00,1280.0,3.8,3.6,3.9,1.69,81.64252,1170.0,1143.0,0.22132126342773437,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01285000,2025-06-23 19:59:55+00:00,1285.0,2.8,2.69,2.9,1.04,59.090908,3329.0,519.0,0.2194291925048828,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01290000,2025-06-23 19:59:56+00:00,1290.0,2.17,2.02,2.23,0.82000005,63.07694,939.0,450.0,0.22132126342773437,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01295000,2025-06-23 19:59:52+00:00,1295.0,1.69,1.49,1.67,0.6,58.823536,597.0,658.0,0.222114712524414,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01300000,2025-06-23 19:59:33+00:00,1300.0,1.2,1.1,1.5,0.41000003,51.250004,1640.0,1128.0,0.23413851806640623,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01305000,2025-06-23 19:59:32+00:00,1305.0,0.85,0.8,0.89,0.22000003,34.920643,291.0,295.0,0.2230302307128906,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01310000,2025-06-23 19:58:51+00:00,1310.0,0.63,0.58,0.72,0.15,31.250002,470.0,146.0,0.22901161621093752,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01315000,2025-06-23 19:57:23+00:00,1315.0,0.47,0.42,0.49,0.050000012,13.513517,174.0,101.0,0.2274247180175781,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01320000,2025-06-23 19:53:41+00:00,1320.0,0.35,0.25,0.49,0.0,0.0,294.0,562.0,0.24195093994140626,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01325000,2025-06-23 19:38:25+00:00,1325.0,0.25,0.01,0.37,-0.00999999,-5.5555506,60.0,44.0,0.24451439086914065,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01330000,2025-06-23 19:57:25+00:00,1330.0,0.16,0.12,0.19,-0.07000001,-30.434786,214.0,113.0,0.233406103515625,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01335000,2025-06-23 19:31:46+00:00,1335.0,0.12,0.0,0.45,-0.1,-45.454544,163.0,230.0,0.28076891113281244,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01340000,2025-06-23 19:48:03+00:00,1340.0,0.1,0.0,0.15,-0.07,-41.17647,234.0,290.0,0.25049577636718745,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01345000,2025-06-23 18:37:44+00:00,1345.0,0.11,0.0,0.35,-0.22000001,-66.66667,1.0,1.0,0.29614961669921874,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01350000,2025-06-23 19:44:46+00:00,1350.0,0.07,0.05,0.25,-0.07,-50.0,151.0,395.0,0.2941965112304687,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01360000,2025-06-23 13:48:15+00:00,1360.0,0.09,0.0,0.08,-0.14,-60.869564,2.0,123.0,0.27637442382812494,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01370000,2025-06-23 15:37:08+00:00,1370.0,0.05,0.02,0.18,-0.05,-50.0,9.0,78.0,0.3286199951171874,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01380000,2025-06-23 19:27:52+00:00,1380.0,0.03,0.02,0.17,-0.08,-72.72727,15.0,85.0,0.34961587890624996,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01390000,2025-06-20 16:33:55+00:00,1390.0,0.13,0.0,0.02,0.0,0.0,2.0,37.0,0.29688203124999996,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01400000,2025-06-23 19:31:37+00:00,1400.0,0.02,0.01,0.05,-0.08,-80.00001,111.0,417.0,0.344733115234375,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01410000,2025-06-23 15:19:48+00:00,1410.0,0.03,0.0,0.1,-0.56,-94.91526,3.0,82.0,0.39160764648437496,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01420000,2025-06-23 18:50:49+00:00,1420.0,0.01,0.0,0.17,-0.1,-90.90909,10.0,32.0,0.43848217773437503,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01430000,2025-06-11 17:40:23+00:00,1430.0,0.31,0.0,0.16,0.0,0.0,10.0,190.0,0.45654840332031255,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01440000,2025-06-10 17:09:16+00:00,1440.0,0.15,0.0,0.16,0.0,0.0,1.0,5.0,0.477544287109375,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01450000,2025-06-23 13:30:07+00:00,1450.0,0.02,0.0,0.16,-0.02,-50.0,8.0,130.0,0.4985401708984375,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01460000,2025-06-18 14:09:47+00:00,1460.0,0.05,0.0,0.16,0.0,0.0,2.0,153.0,0.5190477783203125,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01480000,2025-06-12 16:46:05+00:00,1480.0,0.2,0.0,0.16,0.0,0.0,3.0,4.0,0.5195360546875,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01500000,2025-06-23 13:49:59+00:00,1500.0,0.03,0.0,0.01,-0.020000001,-40.000004,1.0,119.0,0.4687553125,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01600000,2025-06-10 17:04:30+00:00,1600.0,0.1,0.0,0.01,0.0,0.0,30.0,31.0,0.5937540625000001,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01700000,2025-05-15 14:38:05+00:00,1700.0,1.46,0.0,0.8,0.0,0.0,,1.0,1.0551805053710939,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01760000,2025-06-20 17:25:35+00:00,1760.0,0.01,0.0,0.01,0.0,0.0,3.0,3.0,0.79687703125,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627C01800000,2025-06-06 16:22:08+00:00,1800.0,0.01,0.0,0.01,0.0,0.0,9.0,10.0,0.8437515624999999,False,REGULAR,USD,call,2025-06-27,NFLX
NFLX250627P00450000,2025-05-13 19:25:39+00:00,450.0,0.14,0.0,0.58,0.0,0.0,,1.0,3.2343769140624996,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00500000,2025-06-17 19:58:42+00:00,500.0,0.01,0.0,0.01,0.0,0.0,500.0,500.0,2.1250046874999997,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00520000,2025-06-18 15:19:19+00:00,520.0,0.03,0.0,0.01,0.0,0.0,,2.0,2.031254921875,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00540000,2025-06-20 17:30:01+00:00,540.0,0.01,0.0,0.01,0.0,0.0,4.0,2.0,1.9375003125,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00550000,2025-06-20 17:11:23+00:00,550.0,0.01,0.0,0.01,0.0,0.0,2.0,83.0,1.9062504687500001,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00600000,2025-06-20 14:40:41+00:00,600.0,0.01,0.0,0.01,0.0,0.0,50.0,50.0,1.71875140625,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00610000,2025-06-05 14:10:34+00:00,610.0,0.24,0.0,0.16,0.0,0.0,,0.0,2.050786123046875,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00630000,2025-06-05 14:10:34+00:00,630.0,0.26,0.0,0.16,0.0,0.0,,0.0,1.96484392578125,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00650000,2025-06-20 18:44:52+00:00,650.0,0.01,0.0,0.46,0.0,0.0,20.0,20.0,2.0771532446289056,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00700000,2025-06-12 15:26:09+00:00,700.0,0.06,0.0,0.02,0.0,0.0,1.0,32.0,1.4375028125,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00740000,2025-06-05 15:07:05+00:00,740.0,0.05,0.0,0.16,0.0,0.0,,1.0,1.5312523437499999,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00760000,2025-06-05 16:22:07+00:00,760.0,0.06,0.0,0.17,0.0,0.0,,1.0,1.46484642578125,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00790000,2025-05-30 18:44:19+00:00,790.0,0.19,0.0,0.17,0.0,0.0,1.0,1.0,1.359378203125,False,REGULAR,USD,put,2025-06-27,NFLX
NFLX250627P00800000,2025-06-12 17:00:49+00:00,800.0,0.31,0.0,0.03,0.0,0.0,15.0,18.0,1.1484417578125,False,REGULAR,USD,put,2025-06-27,NFLX
